State, Facility Name, Facility ID (ORISPL), Month, Year, Gross Load (MW-h), SO2 (tons), NOx (tons), CO2 (short tons), Heat Input (MMBtu)
"MI","J H Campbell","1710","12","2016","747492","404.077","245.567","706260.7","6733972.6",
"MI","J R Whiting","1723","1","2016","157240.24","521.719","195.804","174007.93","1659115.212",
"MI","J R Whiting","1723","2","2016","146708","468.461","187.769","161163.728","1536648.13",
"MI","J R Whiting","1723","3","2016","132061.64","393.616","188.385","145169.868","1384138.848",
"MI","J R Whiting","1723","4","2016","19508.63","44.664","26.632","21260.495","202721.211",
"MI","J R Whiting","1723","5","2016",,,,,,
"MI","J R Whiting","1723","6","2016",,,,,,
"MI","Jackson Generating Station","55270","1","2016","123014.72","0.292","29.424","58036.046","976543.474",
"MI","Jackson Generating Station","55270","2","2016","172598.61","0.405","40.54","80421.736","1353178.056",
"MI","Jackson Generating Station","55270","3","2016","172371.98","0.408","39.104","80820.849","1359990.087",
"MI","Jackson Generating Station","55270","4","2016","192142.62","0.45","44.522","89151.292","1500146.386",
"MI","Jackson Generating Station","55270","5","2016","189410.46","0.446","42.458","88188.952","1483992.124",
"MI","Jackson Generating Station","55270","6","2016","297430.81","0.698","64.961","138231.824","2326049.573",
"MI","Jackson Generating Station","55270","7","2016","297519","0.702","63.876","138835.482","2336139.641",
"MI","Jackson Generating Station","55270","8","2016","343610.97","0.813","77.29","160857.519","2706806.32",
"MI","Jackson Generating Station","55270","9","2016","92665.28","0.224","21.169","44085.215","741808.56",
"MI","Jackson Generating Station","55270","10","2016","93481.5","0.218","21.762","43096.051","725177.032",
"MI","Jackson Generating Station","55270","11","2016","74879.97","0.178","18.78","35327.83","594443.123",
"MI","Jackson Generating Station","55270","12","2016","140813.02","0.336","33.692","66484.747","1118698.41",
"MI","James De Young","1830","1","2016",,,,,,
"MI","James De Young","1830","2","2016","0","0.001","0.001","3.806","63.854",
"MI","James De Young","1830","3","2016","0","0.003","0.005","17.314","288.924",
"MI","James De Young","1830","4","2016","0","0.001","0.001","3.48","59.184",
"MI","James De Young","1830","5","2016","184.26","0.001","0.121","200.309","3371.274",
"MI","James De Young","1830","6","2016","0","0","0.001","3.482","59.476",
"MI","James De Young","1830","7","2016","0","0","0.001","2.982","51.713",
"MI","James De Young","1830","8","2016","0","0","0.006","13.974","239.209",
"MI","James De Young","1830","9","2016","0","0","0.001","4.272","72.849",
"MI","James De Young","1830","10","2016","0","0","0.001","5.881","96.233",
"MI","James De Young","1830","11","2016","0","0","0.002","7.118","118.726",
"MI","James De Young","1830","12","2016","0","0","0.002","7.335","124.645",
"MI","Kalamazoo River Generating Station","55101","1","2016","964.42","0.004","0.271","749.071","12603.561",
"MI","Kalamazoo River Generating Station","55101","2","2016","0","0","0.011","31.319","527.208",
"MI","Kalamazoo River Generating Station","55101","3","2016",,,,,,
"MI","Kalamazoo River Generating Station","55101","4","2016","102.9","0","0.04","95.341","1603.808",
"MI","Kalamazoo River Generating Station","55101","5","2016",,,,,,
"MI","Kalamazoo River Generating Station","55101","6","2016","1817.36","0.007","0.521","1466.36","24676.633",
"MI","Kalamazoo River Generating Station","55101","7","2016","615.68","0.003","0.189","497.877","8379.564",
"MI","Kalamazoo River Generating Station","55101","8","2016","1744.65","0.007","0.493","1364.955","22969.157",
"MI","Kalamazoo River Generating Station","55101","9","2016","487.12","0.002","0.141","394.818","6641.628",
"MI","Kalamazoo River Generating Station","55101","10","2016",,,,,,
"MI","Kalamazoo River Generating Station","55101","11","2016","1.59","0","0.009","24.383","410.105",
"MI","Kalamazoo River Generating Station","55101","12","2016","1148.36","0.005","0.348","949.308","15974.072",
"MI","Kalkaska CT Project #1","7984","1","2016","1616.36","0.004","0.542","936.932","15769.342",
"MI","Kalkaska CT Project #1","7984","2","2016","2594.4","0.008","0.905","1502.626","25277.412",
"MI","Kalkaska CT Project #1","7984","3","2016","3138.04","0.01","1.084","1868.166","31439.98",
"MI","Kalkaska CT Project #1","7984","4","2016","9667.5","0.03","3.318","5896.39","99213.697",
"MI","Kalkaska CT Project #1","7984","5","2016","4231.02","0.013","1.473","2669.532","44918.028",
"MI","Kalkaska CT Project #1","7984","6","2016","5452.02","0.017","1.901","3426.87","57677.357",
"MI","Kalkaska CT Project #1","7984","7","2016","6612.96","0.021","2.334","4212.215","70884.239",
"MI","Kalkaska CT Project #1","7984","8","2016","5652.44","0.018","1.996","3601.212","60593.561",
"MI","Kalkaska CT Project #1","7984","9","2016","1371.07","0.004","0.486","879.063","14788.844",
"MI","Kalkaska CT Project #1","7984","10","2016","593.06","0.002","0.202","366.065","6160.635",
"MI","Kalkaska CT Project #1","7984","11","2016","248.46","0","0.085","146.578","2466.206",
"MI","Kalkaska CT Project #1","7984","12","2016","4974.34","0.015","1.809","2999.847","50483.068",
"MI","Livingston Generating Station","55102","1","2016",,,,,,
"MI","Livingston Generating Station","55102","2","2016",,,,,,
"MI","Livingston Generating Station","55102","3","2016",,,,,,
"MI","Livingston Generating Station","55102","4","2016","180.11","0","0.327","158.098","2658.957",
"MI","Livingston Generating Station","55102","5","2016",,,,,,
"MI","Livingston Generating Station","55102","6","2016","409.06","0.001","0.846","372.889","6272.947",
"MI","Livingston Generating Station","55102","7","2016","1660.21","0.007","3.433","1495.7","25165.115",
"MI","Livingston Generating Station","55102","8","2016","3950.79","0.018","8.221","3571.919","60111.692",
"MI","Livingston Generating Station","55102","9","2016","1109.97","0.006","2.281","1005.309","16912.437",
"MI","Livingston Generating Station","55102","10","2016",,,,,,
"MI","Livingston Generating Station","55102","11","2016","0","0","0.009","4.757","80.601",
"MI","Livingston Generating Station","55102","12","2016",,,,,,
"MI","Michigan Hub, LLC","4259","1","2016","18308","25.909","23.89","23342.974","227513.348",
"MI","Michigan Hub, LLC","4259","2","2016","18578","25.104","24.949","25055.9","244213",
"MI","Michigan Hub, LLC","4259","3","2016","19497","29.903","23.052","24313.2","236965.7",
"MI","Michigan Hub, LLC","4259","4","2016","16527.5","29.649","25.491","22448.978","218803.829",
"MI","Michigan Hub, LLC","4259","5","2016","23397.55","28.945","35.553","31106.14","303194.905",
"MI","Michigan Hub, LLC","4259","6","2016",,,,,,
"MI","Michigan Hub, LLC","4259","7","2016",,,,,,
"MI","Michigan Hub, LLC","4259","8","2016",,,,,,
"MI","Michigan Hub, LLC","4259","9","2016",,,,,,
"MI","Michigan Hub, LLC","4259","10","2016",,,,,,
"MI","Michigan Hub, LLC","4259","11","2016",,,,,,
"MI","Michigan Hub, LLC","4259","12","2016",,,,,,
"MI","Monroe","1733","1","2016","1472336.54","283.194","464.525","1414313.214","13481163.076",
"MI","Monroe","1733","2","2016","1153918.52","226.308","357.351","1116986.295","10646983.302",
"MI","Monroe","1733","3","2016","1057190.14","180.009","285.712","1081499.747","10307719.323",
"MI","Monroe","1733","4","2016","1267326.22","157.117","334.185","1279085.19","12191438.592",
"MI","Monroe","1733","5","2016","1399301.86","217.097","378.456","1393235.234","13279283.971",
"MI","Monroe","1733","6","2016","1794401.96","344.56","486.15","1771705.246","16887732.372",
"MI","Monroe","1733","7","2016","1384580.94","235.231","366.9","1384365.131","13195355.205",
"MI","Monroe","1733","8","2016","1611440.81","225.42","432.263","1650516.372","15732635.715",
"MI","Monroe","1733","9","2016","1133690.45","172.093","315.88","1199247.347","11431311.663",
"MI","Monroe","1733","10","2016","812151","74.669","166.544","828382.7","7896009",
"MI","Monroe","1733","11","2016","1005769.4","92.341","249.758","1066038.713","10161948.953",
"MI","Monroe","1733","12","2016","1111422.5","135.183","273.008","1169123.273","11144763.326",
"MI","New Covert Generating Project","55297","1","2016","475224.86","0.968","12.926","191671.651","3225269.895",
"MI","New Covert Generating Project","55297","2","2016","380528.57","0.775","10.835","153631.141","2585129.217",
"MI","New Covert Generating Project","55297","3","2016","512373.3","1.039","14.139","205884.356","3464379.231",
"MI","New Covert Generating Project","55297","4","2016","432210.52","0.871","11.234","172459.095","2901982.517",
"MI","New Covert Generating Project","55297","5","2016","656102.87","1.33","18.359","263446.86","4433002.99",
"MI","New Covert Generating Project","55297","6","2016","627621.74","1.276","17.57","252845.259","4254599.141",
"MI","New Covert Generating Project","55297","7","2016","574554.6","1.178","16.517","233310.129","3925860.982",
"MI","New Covert Generating Project","55297","8","2016","661246.14","1.348","19.161","267149.15","4495280.764",
"MI","New Covert Generating Project","55297","9","2016","537394.65","1.107","16.048","219286.981","3689950.542",
"MI","New Covert Generating Project","55297","10","2016","424523.54","0.852","11.909","168913.736","2842343.051",
"MI","New Covert Generating Project","55297","11","2016","436970.8","0.875","13.284","173237.815","2915057.028",
"MI","New Covert Generating Project","55297","12","2016","445024.36","0.909","13.06","179929.009","3027676.781",
"MI","Presque Isle","1769","1","2016","177196.68","521.993","312.473","209523.151","1997723.091",
"MI","Presque Isle","1769","2","2016","158429.61","469.272","311.062","188299.637","1795370.622",
"MI","Presque Isle","1769","3","2016","165240.43","497.745","313.83","196664.893","1875157.743",
"MI","Presque Isle","1769","4","2016","171680.99","536.975","322.558","205526.361","1959605.505",
"MI","Presque Isle","1769","5","2016","174515.73","496.991","313.584","204969.16","1954334.462",
"MI","Presque Isle","1769","6","2016","172955.15","509.609","311.98","200236.824","1909189.933",
"MI","Presque Isle","1769","7","2016","227511.09","639.797","408.793","262805.132","2505778.671",
"MI","Presque Isle","1769","8","2016","195244.29","505.4","357.213","227103.026","2165376.482",
"MI","Presque Isle","1769","9","2016","166525.57","458.343","315.032","194975.488","1859041.201",
"MI","Presque Isle","1769","10","2016","143324.58","405.874","242.959","165200.404","1575129.993",
"MI","Presque Isle","1769","11","2016","134113.54","375.695","236.86","155405.678","1481747.933",
"MI","Presque Isle","1769","12","2016","170427.2","467.045","311.243","198029.295","1888154.034",
"MI","Renaissance Power","55402","1","2016",,,,,,
"MI","Renaissance Power","55402","2","2016",,,,,,
"MI","Renaissance Power","55402","3","2016","28639.61","0.091","6.44","17983.074","302608.656",
"MI","Renaissance Power","55402","4","2016","228230.87","0.728","53.817","144288.49","2427939.668",
"MI","Renaissance Power","55402","5","2016","167895.8","0.545","41.893","107930.051","1816133.174",
"MI","Renaissance Power","55402","6","2016","57438.7","0.191","13.959","37782.428","635764.601",
"MI","Renaissance Power","55402","7","2016","178725.69","0.586","41.123","116037.061","1952558.743",
"MI","Renaissance Power","55402","8","2016","260640.39","0.859","61.655","170059.201","2861575.787",
"MI","Renaissance Power","55402","9","2016","87316.13","0.289","20.158","57108.785","960984.14",
"MI","Renaissance Power","55402","10","2016","41704.53","0.14","10.04","27460.353","462076.636",
"MI","Renaissance Power","55402","11","2016","15557.3","0.05","3.675","9908.552","166732.817",
"MI","Renaissance Power","55402","12","2016",,,,,,
"MI","River Rouge","1740","1","2016",,"138.999","65.652","39102.879","424719.355",
"MI","River Rouge","1740","2","2016",,"145.365","79.433","48179.934","418441.17",
"MI","River Rouge","1740","3","2016",,"109.236","83.397","57683.111","525600.598",
"MI","River Rouge","1740","4","2016",,"116.534","100.542","68328.219","635462.702",
"MI","River Rouge","1740","5","2016",,"222.413","162.368","121817.459","1056893.554",
"MI","River Rouge","1740","6","2016",,"316.067","273.39","184742.862","1613832.406",
"MI","River Rouge","1740","7","2016",,"357.223","249.867","185965.465","1667024.595",
"MI","River Rouge","1740","8","2016",,"263.502","164.627","126447.621","1201433.699",
"MI","River Rouge","1740","9","2016",,"326.144","203.989","170879.463","1586684.405",
"MI","River Rouge","1740","10","2016",,"153.064","90.656","68596.753","706917.47",
"MI","River Rouge","1740","11","2016",,"354.005","190.568","161889.359","1514614.791",
"MI","River Rouge","1740","12","2016",,"303.147","194.94","148822.3","1405992.6",
"MI","Shiras","1843","1","2016","28749","24.262","31.361","38779.2","369741.3",
"MI","Shiras","1843","2","2016","23933","21.398","26.371","32093.1","306001.5",
"MI","Shiras","1843","3","2016","15331.67","14.462","20.14","20278.071","193345.59",
"MI","Shiras","1843","4","2016","24258","21.828","36.199","33501","319422.2",
"MI","Shiras","1843","5","2016","22878","20.154","32.75","31729.8","302534.8",
"MI","Shiras","1843","6","2016","24477","21.371","32.711","33784.9","322126.1",
"MI","Shiras","1843","7","2016","27182","21.069","34.376","37082.5","353565.9",
"MI","Shiras","1843","8","2016","27845","22.431","34.484","38084.1","363109.4",
"MI","Shiras","1843","9","2016","25343","19.183","32.367","34598","329865.5",
"MI","Shiras","1843","10","2016","19743.83","17.056","26.892","27543.055","262600.133",
"MI","Shiras","1843","11","2016","23671","19.291","31.609","33159.4","316160",
"MI","Shiras","1843","12","2016","28055","21.113","34.21","37741.2","359852.3",
"MI","St. Clair","1743","1","2016","524587.72","2623.344","631.904","516441.202","4924107.095",
"MI","St. Clair","1743","2","2016","430191.62","2262.859","564.897","426066.088","4062413.302",
"MI","St. Clair","1743","3","2016","543627.1","1819.792","684.518","561357.852","5352359.75",
"MI","St. Clair","1743","4","2016","305126.24","946.073","498.872","326297.761","3111189.081",
"MI","St. Clair","1743","5","2016","471133.82","1458.351","636.776","496878.863","4737583.906",
"MI","St. Clair","1743","6","2016","506939.67","1754.539","583.908","525264.685","5008275.469",
"MI","St. Clair","1743","7","2016","616685.4","2966.593","816.335","645100.851","6150182.921",
"MI","St. Clair","1743","8","2016","246485.71","1280.973","300.091","258625.779","2465917.428",
"MI","St. Clair","1743","9","2016","11055.45","25.335","16.577","12085.244","115230.114",
"MI","St. Clair","1743","10","2016","102898.93","253.982","175.231","106595.649","1016368.646",
"MI","St. Clair","1743","11","2016","178546.56","519.873","300.447","184471.776","1758873.531",
"MI","St. Clair","1743","12","2016","163239.25","411.458","253.497","169413.651","1615304.117",
"MI","Sumpter Plant","7972","1","2016","13984.14","0.052","3.237","10116.286","170224.963",
"MI","Sumpter Plant","7972","2","2016","18496.76","0.066","4.228","13163.379","221493.642",
"MI","Sumpter Plant","7972","3","2016","14160.56","0.052","3.178","10267.578","172764.867",
"MI","Sumpter Plant","7972","4","2016","51775.12","0.192","11.485","37922.234","638128.095",
"MI","Sumpter Plant","7972","5","2016","29024.92","0.111","6.024","21950.038","369353.747",
"MI","Sumpter Plant","7972","6","2016","23496.63","0.089","4.638","17917.274","301483.322",
"MI","Sumpter Plant","7972","7","2016","53349.6","0.207","10.451","40885.885","687982.258",
"MI","Sumpter Plant","7972","8","2016","69557.24","0.273","13.763","54148.534","911144.668",
"MI","Sumpter Plant","7972","9","2016","28476.61","0.112","5.671","22094.416","371777.098",
