State, Facility Name, Facility ID (ORISPL), Month, Year, Gross Load (MW-h), SO2 (tons), NOx (tons), CO2 (short tons), Heat Input (MMBtu)
"WA","Centralia","3845","11","2016","486556.8","70.137","454.327","583090.87","5559596.95",
"WA","Centralia","3845","12","2016","761054.17","174.943","824.621","877041.162","8362322.884",
"WA","Chehalis Generation Facility","55662","1","2016","88155.47","0.087","3.472","38821.104","653258.83",
"WA","Chehalis Generation Facility","55662","2","2016","49967.69","0.049","2.11","21930.632","369014.384",
"WA","Chehalis Generation Facility","55662","3","2016","117955.29","0.118","7.162","53247.211","896009.007",
"WA","Chehalis Generation Facility","55662","4","2016","52625.12","0.051","2.378","23124.34","389100.15",
"WA","Chehalis Generation Facility","55662","5","2016","80589.64","0.078","5.072","35166.509","591749.73",
"WA","Chehalis Generation Facility","55662","6","2016","127913.87","0.123","8.042","55433.658","932767.587",
"WA","Chehalis Generation Facility","55662","7","2016","81255.5","0.08","6.414","36187.574","608931.249",
"WA","Chehalis Generation Facility","55662","8","2016","149023.19","0.142","7.126","64432.027","1084193.388",
"WA","Chehalis Generation Facility","55662","9","2016","254573.65","0.238","7.763","107011.601","1800654.18",
"WA","Chehalis Generation Facility","55662","10","2016","143058.23","0.552","4.78","62496.593","1051633.664",
"WA","Chehalis Generation Facility","55662","11","2016","159278.07","0.609","6.092","69628.449","1171646.523",
"WA","Chehalis Generation Facility","55662","12","2016","192029.29","0.733","6.925","82933.773","1395490.664",
"WA","Encogen Generating Station","7870","1","2016","9988.46","0.154","1.941","7419.142","124730.687",
"WA","Encogen Generating Station","7870","2","2016","962.99","0.016","0.26","708.926","11881.866",
"WA","Encogen Generating Station","7870","3","2016",,,,,,
"WA","Encogen Generating Station","7870","4","2016",,,,,,
"WA","Encogen Generating Station","7870","5","2016","929.85","0.015","0.236","718.629","12033.652",
"WA","Encogen Generating Station","7870","6","2016","11509.31","0.156","2.183","8767.303","147522.531",
"WA","Encogen Generating Station","7870","7","2016","19502.29","0.23","3.543","14987.137","252211.441",
"WA","Encogen Generating Station","7870","8","2016","58873.11","0.705","10.532","45704.476","769000.512",
"WA","Encogen Generating Station","7870","9","2016","13348.98","0.161","2.636","10272.434","172843.681",
"WA","Encogen Generating Station","7870","10","2016","3233.69","0.034","0.681","2578.35","43381.762",
"WA","Encogen Generating Station","7870","11","2016","4078.73","0.041","0.76","3136.941","52780.811",
"WA","Encogen Generating Station","7870","12","2016","25946.79","0.264","4.492","19912.864","335050.741",
"WA","Ferndale Generating Station","54537","1","2016","56047.59","0.602","8.883","42018.273","707006.096",
"WA","Ferndale Generating Station","54537","2","2016","47067.89","0.776","8.186","35348.588","594648.516",
"WA","Ferndale Generating Station","54537","3","2016","8462.02","0.138","1.259","6278.284","105642.811",
"WA","Ferndale Generating Station","54537","4","2016","7852.3","0.129","1.247","5918.073","99589.819",
"WA","Ferndale Generating Station","54537","5","2016","25830.23","0.429","4.052","19615.549","330071.724",
"WA","Ferndale Generating Station","54537","6","2016","53093.23","0.891","8.234","40878.068","687829.901",
"WA","Ferndale Generating Station","54537","7","2016","55697.56","0.932","8.549","42676.432","718084.417",
"WA","Ferndale Generating Station","54537","8","2016","89658.69","1.495","13.904","68466.208","1152075.105",
"WA","Ferndale Generating Station","54537","9","2016","54640.5","0.909","8.942","41559.4","699297.49",
"WA","Ferndale Generating Station","54537","10","2016","7362.43","0.124","1.248","5672.37","95457.122",
"WA","Ferndale Generating Station","54537","11","2016","42755.78","0.699","7.474","32632.787","549039.207",
"WA","Ferndale Generating Station","54537","12","2016","64103.93","1.046","10.577","48914.403","822910.411",
"WA","Frederickson Power LP","55818","1","2016","135949.56","0.296","5.292","58535.548","984981.069",
"WA","Frederickson Power LP","55818","2","2016","56052.16","0.123","2.34","24427.984","411049.184",
"WA","Frederickson Power LP","55818","3","2016",,,,,,
"WA","Frederickson Power LP","55818","4","2016","0","0","0.003","2.051","34.559",
"WA","Frederickson Power LP","55818","5","2016","704.98","0.003","1.114","536.368","9026.448",
"WA","Frederickson Power LP","55818","6","2016","140991.01","0.309","5.673","61270.92","1030965.148",
"WA","Frederickson Power LP","55818","7","2016","115639.28","0.253","4.516","50173.206","844249.318",
"WA","Frederickson Power LP","55818","8","2016","187062","0.409","6.814","81052.5","1363851.1",
"WA","Frederickson Power LP","55818","9","2016","168856.78","0.351","6.145","69457.741","1168744.057",
"WA","Frederickson Power LP","55818","10","2016","88.66","0","0.023","39.618","666.438",
"WA","Frederickson Power LP","55818","11","2016",,,,,,
"WA","Frederickson Power LP","55818","12","2016","44375.66","0.092","2.281","18317.733","308237.13",
"WA","Fredonia Generating Station","607","1","2016","8901.61","0.093","0.784","5158.272","86514.282",
"WA","Fredonia Generating Station","607","2","2016","12643.86","0.13","1.123","7312.164","122916.874",
"WA","Fredonia Generating Station","607","3","2016","2272.79","0.026","0.242","1352.362","22401.204",
"WA","Fredonia Generating Station","607","4","2016","4591.12","0.042","0.444","2735.048","46023.781",
"WA","Fredonia Generating Station","607","5","2016","11146.93","0.103","1.004","6615.114","111298.942",
"WA","Fredonia Generating Station","607","6","2016","6425.82","0.058","0.574","3802.22","63974.364",
"WA","Fredonia Generating Station","607","7","2016","18965.93","0.153","1.677","11565.226","194598.104",
"WA","Fredonia Generating Station","607","8","2016","39972.5","0.33","3.474","24931.114","419510.795",
"WA","Fredonia Generating Station","607","9","2016","21257.2","0.181","1.929","13594.397","228758.308",
"WA","Fredonia Generating Station","607","10","2016","5521.55","0.037","0.517","3348.33","56347.845",
"WA","Fredonia Generating Station","607","11","2016","1865.35","0.013","0.174","1122.959","18777.137",
"WA","Fredonia Generating Station","607","12","2016","5717.75","0.037","0.547","3333.8","56046.278",
"WA","Goldendale Generating Station","55482","1","2016","143748.76","0.3","3.865","59346.966","998632.065",
"WA","Goldendale Generating Station","55482","2","2016","111591.87","0.231","3.14","45679.9","768658.424",
"WA","Goldendale Generating Station","55482","3","2016","83752.63","0.177","2.753","35074.236","590201.94",
"WA","Goldendale Generating Station","55482","4","2016","12822.6","0.027","1.052","5432.581","91410.435",
"WA","Goldendale Generating Station","55482","5","2016","7319.57","0.015","0.649","3067.383","51612.731",
"WA","Goldendale Generating Station","55482","6","2016","11289.46","0.011","0.279","2162.714","36360.201",
"WA","Goldendale Generating Station","55482","7","2016","156872.3","0.328","3.882","65052.732","1094646.698",
"WA","Goldendale Generating Station","55482","8","2016","167473.66","0.347","4.396","68715.235","1156256.221",
"WA","Goldendale Generating Station","55482","9","2016","127535.42","0.269","3.299","53314.681","897129.851",
"WA","Goldendale Generating Station","55482","10","2016","118972.97","0.244","3.713","48386.145","814194.614",
"WA","Goldendale Generating Station","55482","11","2016","13815.02","0.029","0.759","5700.897","95928.692",
"WA","Goldendale Generating Station","55482","12","2016","78059.19","0.163","2.982","32333.757","544077.452",
"WA","Grays Harbor Energy Center","7999","1","2016","383985.08","0.353","9.571","158558.96","2668040.755",
"WA","Grays Harbor Energy Center","7999","2","2016","249676.03","0.232","7.105","103348.938","1739030.047",
"WA","Grays Harbor Energy Center","7999","3","2016","129995.95","0.239","4.034","53759.413","904601.263",
"WA","Grays Harbor Energy Center","7999","4","2016","98542.25","0.091","3.702","40908.074","688372.787",
"WA","Grays Harbor Energy Center","7999","5","2016","276545.47","0.253","7.928","114271.168","1922836.704",
"WA","Grays Harbor Energy Center","7999","6","2016","119769.12","0.112","4.753","50506.717","849865.97",
"WA","Grays Harbor Energy Center","7999","7","2016","360206.85","0.326","8.686","147572.898","2483168.27",
"WA","Grays Harbor Energy Center","7999","8","2016","394643.8","0.365","9.526","164457.064","2767296.188",
"WA","Grays Harbor Energy Center","7999","9","2016","396109","0.366","9.499","163003","2742825.4",
"WA","Grays Harbor Energy Center","7999","10","2016","173353.36","0.156","4.343","70796.29","1191284.595",
"WA","Grays Harbor Energy Center","7999","11","2016","75922.96","0.07","2.793","31105.799","523422.123",
"WA","Grays Harbor Energy Center","7999","12","2016","221532.47","0.203","6.696","92499.425","1556489.507",
"WA","Mint Farm Generating Station","55700","1","2016","164114.53","0.79","4.961","71271.043","1199258.317",
"WA","Mint Farm Generating Station","55700","2","2016","127250.64","0.615","4.168","55545.99","934639.532",
"WA","Mint Farm Generating Station","55700","3","2016","29244.04","0.146","1.375","13184.554","221864.024",
"WA","Mint Farm Generating Station","55700","4","2016","23528.03","0.116","1.147","10456.656","175954.431",
"WA","Mint Farm Generating Station","55700","5","2016","100619.74","0.484","3.235","43659.712","734674.008",
"WA","Mint Farm Generating Station","55700","6","2016","118167.82","0.568","4.161","51232.84","862124.332",
"WA","Mint Farm Generating Station","55700","7","2016","146486.78","0.701","3.974","63699.178","1071847.262",
"WA","Mint Farm Generating Station","55700","8","2016","170652.85","0.816","4.497","74089.572","1246683.397",
"WA","Mint Farm Generating Station","55700","9","2016","133357.83","0.646","4.11","58053.572","976843.556",
"WA","Mint Farm Generating Station","55700","10","2016","27713.4","0.132","0.72","12005.12","202006.395",
"WA","Mint Farm Generating Station","55700","11","2016","2538.56","0.015","0.311","1389.428","23380.052",
"WA","Mint Farm Generating Station","55700","12","2016","50697.38","0.249","1.992","22720.027","382313.139",
"WA","River Road","7605","1","2016","184668","0.355","8.442","78720.3","1324627",
"WA","River Road","7605","2","2016","171035","0.326","7.777","72387.9","1218056.5",
"WA","River Road","7605","3","2016","53162","0.101","2.713","22843.205","384390.295",
"WA","River Road","7605","4","2016",,,,,,
"WA","River Road","7605","5","2016",,,,,,
"WA","River Road","7605","6","2016","65047.19","0.125","9.472","28006.582","471257.483",
"WA","River Road","7605","7","2016","184676","0.346","8.289","77433","1302921.2",
"WA","River Road","7605","8","2016","182395","0.342","7.742","77497.1","1304045.6",
"WA","River Road","7605","9","2016","173606.42","0.328","7.493","74252.119","1249452.955",
"WA","River Road","7605","10","2016","81544","0.154","10.622","34329.022","577660.129",
"WA","River Road","7605","11","2016","181405.3","0.341","7.745","77516.815","1304371.56",
"WA","River Road","7605","12","2016","192819","0.37","8.337","83621.9","1407098.1",
"WA","Sumas Generating Station","54476","1","2016","43132.58","0.632","4.886","31645.057","532494.107",
"WA","Sumas Generating Station","54476","2","2016","32275.7","0.468","3.522","23466.949","394873.582",
"WA","Sumas Generating Station","54476","3","2016","3452.86","0.05","0.386","2517.044","42354.504",
"WA","Sumas Generating Station","54476","4","2016","10777.83","0.144","1.252","8155.449","137235.934",
"WA","Sumas Generating Station","54476","5","2016","16191.44","0.214","1.872","12055.946","202879.215",
"WA","Sumas Generating Station","54476","6","2016","32108.29","0.429","3.843","24266.75","408299.589",
"WA","Sumas Generating Station","54476","7","2016","42229.2","0.486","4.814","31523.047","530410.673",
"WA","Sumas Generating Station","54476","8","2016","43236.7","0.506","5.125","32783.008","551636.623",
"WA","Sumas Generating Station","54476","9","2016","8161.62","0.105","1.245","6726.671","113193.865",
"WA","Sumas Generating Station","54476","10","2016","5000.84","0.054","0.743","4116.649","69275.03",
"WA","Sumas Generating Station","54476","11","2016","16639.87","0.176","2.312","13410.328","225639.555",
"WA","Sumas Generating Station","54476","12","2016","26629.05","0.281","3.83","21391.797","359902.448",
"WI","Appleton Coated, LLC","55558","1","2016",,,,,,
"WI","Appleton Coated, LLC","55558","2","2016",,,,,,
"WI","Appleton Coated, LLC","55558","3","2016",,,,,,
"WI","Appleton Coated, LLC","55558","4","2016",,,,,,
"WI","Appleton Coated, LLC","55558","5","2016",,,,,,
"WI","Appleton Coated, LLC","55558","6","2016",,,,,,
"WI","Appleton Coated, LLC","55558","7","2016",,,,,,
"WI","Appleton Coated, LLC","55558","8","2016",,,,,,
"WI","Appleton Coated, LLC","55558","9","2016",,,,,,
"WI","Appleton Coated, LLC","55558","10","2016",,,,,,
"WI","Appleton Coated, LLC","55558","11","2016",,,,,,
"WI","Appleton Coated, LLC","55558","12","2016","0","0","0.005","4.64","77.84",
"WI","Bay Front","3982","1","2016","17643","13.083","36.369","32615.3","312595",
"WI","Bay Front","3982","2","2016","10974","1.115","22.018","20969.545","201014.845",
"WI","Bay Front","3982","3","2016","8892.82","0.653","16.431","16856.019","161981.732",
"WI","Bay Front","3982","4","2016","13337","1.972","24.506","24191.194","232240.369",
"WI","Bay Front","3982","5","2016","16799.83","4.105","30.812","29655.466","284386.961",
"WI","Bay Front","3982","6","2016","17417.61","6.458","32.223","30874.507","296084.155",
"WI","Bay Front","3982","7","2016","16677.55","15.486","31.025","29130.089","279494.638",
"WI","Bay Front","3982","8","2016","18779.79","11.135","34.194","31689.904","309631.432",
"WI","Bay Front","3982","9","2016","2583.55","0.699","4.874","4559.346","43712.791",
"WI","Bay Front","3982","10","2016","8547.5","29.494","25.378","13825.683","132596.263",
"WI","Bay Front","3982","11","2016","16919.3","4.409","31.268","29531.336","285704.855",
"WI","Bay Front","3982","12","2016","16886.13","7.835","31.769","29712.121","284918.967",
"WI","Blount Street","3992","1","2016",,,,,,
"WI","Blount Street","3992","2","2016",,,,,,
"WI","Blount Street","3992","3","2016","403.94","0.001","0.469","354.186","5960.157",
"WI","Blount Street","3992","4","2016","15528.33","0.026","20.677","10855.876","182690.509",
"WI","Blount Street","3992","5","2016","22200.95","0.089","31.597","15572.966","262042.216",
"WI","Blount Street","3992","6","2016","30066.91","0.115","47.637","21538.987","362457.406",
"WI","Blount Street","3992","7","2016","15415.09","0.072","22.871","11818.717","198853.074",
"WI","Blount Street","3992","8","2016","16832.27","0.074","25.409","12635.575","212610.365",
"WI","Blount Street","3992","9","2016","4890.98","0.033","7.282","3939.942","66288.949",
"WI","Blount Street","3992","10","2016","1266.18","0.011","1.585","1070.098","18005.709",
"WI","Blount Street","3992","11","2016","57","0.001","0.106","62.245","1041.55",
"WI","Blount Street","3992","12","2016","1333.88","0.012","1.938","1081.82","18197.501",
"WI","Columbia","8023","1","2016","301466.87","75.747","179.199","340978.613","3253350.665",
"WI","Columbia","8023","2","2016","200804.55","41.914","113.978","224839.932","2146832.01",
"WI","Columbia","8023","3","2016","237706","72.138","165.787","277997.9","2651592.2",
"WI","Columbia","8023","4","2016","244831.28","69.572","164.904","287063.122","2740122.442",
"WI","Columbia","8023","5","2016","505600.25","124.713","316.499","562303.1","5362439.405",
"WI","Columbia","8023","6","2016","589042","140.511","393.416","652691.2","6223220.1",
"WI","Columbia","8023","7","2016","668121","162.193","452.763","749378.3","7145105",
"WI","Columbia","8023","8","2016","730010","180.09","478.772","822199","7839438.2",
"WI","Columbia","8023","9","2016","561494.38","154.709","381.125","620957.235","5922078.524",
"WI","Columbia","8023","10","2016","591082","157.105","374.596","652429.9","6220732.4",
"WI","Columbia","8023","11","2016","364438.53","97.915","214.289","383580.377","3657608.709",
"WI","Columbia","8023","12","2016","403241","116.642","245.348","422347.2","4026945.9",
"WI","Concord","7159","1","2016","638.9","0.004","0.348","564.868","9501.326",
"WI","Concord","7159","2","2016","993.6","0.005","0.533","861.148","14436.734",
"WI","Concord","7159","3","2016","3216.76","0.013","1.671","2678.419","44949.662",
"WI","Concord","7159","4","2016","12820.23","0.053","6.745","10680.35","179705.245",
"WI","Concord","7159","5","2016","11606.7","0.047","5.906","9348.123","157305.508",
"WI","Concord","7159","6","2016","9846.72","0.042","5.253","8329.253","140165.577",
"WI","Concord","7159","7","2016","17965.11","0.076","8.96","14984.154","252136.948",
"WI","Concord","7159","8","2016","20738.45","0.088","10.571","17276.575","290659.861",
"WI","Concord","7159","9","2016","10526.69","0.045","5.451","8968.649","150914.956",
"WI","Concord","7159","10","2016","7885.28","0.035","4.192","6765.852","113839.415",
"WI","Concord","7159","11","2016","1638.67","0.008","0.931","1501.461","25264.134",
"WI","Concord","7159","12","2016","6947.55","0.03","3.669","5930.786","99781.05",
"WI","Depere Energy Center","55029","1","2016",,,,,,
"WI","Depere Energy Center","55029","2","2016","24477.87","0.105","15.485","19580.068","327904.233",
"WI","Depere Energy Center","55029","3","2016",,,,,,
"WI","Depere Energy Center","55029","4","2016",,,,,,
"WI","Depere Energy Center","55029","5","2016","5731.55","0.019","3.338","3872.199","65154.624",
"WI","Depere Energy Center","55029","6","2016","13099.3","0.045","7.24","8863.673","149139.748",
"WI","Depere Energy Center","55029","7","2016","8162.6","0.028","4.568","5622.146","94605.03",
"WI","Depere Energy Center","55029","8","2016","17835.29","0.062","9.961","12210.011","205458.456",
"WI","Depere Energy Center","55029","9","2016","7237.67","0.025","4.07","4897.992","82420.499",
"WI","Depere Energy Center","55029","10","2016",,,,,,
"WI","Depere Energy Center","55029","11","2016",,,,,,
"WI","Depere Energy Center","55029","12","2016","2532.44","0.008","1.565","1649.53","27754.623",
"WI","Edgewater (4050)","4050","1","2016","365120","991.223","129.735","386347.684","3683723.02",
"WI","Edgewater (4050)","4050","2","2016","288702","762.671","104.998","308163.78","2938236.888",
"WI","Edgewater (4050)","4050","3","2016","225819.97","692.078","61.95","245779.355","2343430.724",
"WI","Edgewater (4050)","4050","4","2016","150112","377.02","32.662","168055.2","1602362.007",
"WI","Edgewater (4050)","4050","5","2016","98480.52","257.799","53.722","109913.198","1047994.534",
"WI","Edgewater (4050)","4050","6","2016","252313.9","369.537","66.142","288954.642","2755094.813",
"WI","Edgewater (4050)","4050","7","2016","429783","579.505","167.699","480011.224","4576763.888",
"WI","Edgewater (4050)","4050","8","2016","431435.52","431.376","173.935","481990.382","4595644.434",
"WI","Edgewater (4050)","4050","9","2016","420126","488.197","153.114","466813.2","4450928.7",
"WI","Edgewater (4050)","4050","10","2016","325959.7","303.666","96.44","365486.094","3484808.827",
"WI","Edgewater (4050)","4050","11","2016","278278.01","204.173","81.709","310871.328","2964065.71",
"WI","Edgewater (4050)","4050","12","2016","434163.8","524.081","184.596","450907.998","4299279.953",
"WI","Elk Mound Generating Station","7863","1","2016","47.91","0","0.031","36.1","611",
"WI","Elk Mound Generating Station","7863","2","2016",,,,,,
"WI","Elk Mound Generating Station","7863","3","2016",,,,,,
"WI","Elk Mound Generating Station","7863","4","2016","0.48","0","0.003","3.3","40",
"WI","Elk Mound Generating Station","7863","5","2016",,,,,,
"WI","Elk Mound Generating Station","7863","6","2016",,,,,,
"WI","Elk Mound Generating Station","7863","7","2016","1845.12","0.008","1.262","1441.5","23832.4",
"WI","Elk Mound Generating Station","7863","8","2016","695.29","0.003","0.453","529.6","8970.6",
"WI","Elk Mound Generating Station","7863","9","2016",,,,,,
"WI","Elk Mound Generating Station","7863","10","2016",,,,,,
"WI","Elk Mound Generating Station","7863","11","2016",,,,,,
"WI","Elk Mound Generating Station","7863","12","2016","3222.59","0.011","1.939","2264.9","38400.2",
"WI","Elm Road Generating Station","56068","1","2016","653913.72","44.504","171.424","634323.631","6053151.542",
"WI","Elm Road Generating Station","56068","2","2016","787501.1","54.029","199.605","755913.848","7207437.042",
"WI","Elm Road Generating Station","56068","3","2016","678509.84","60.898","168.171","644934.652","6151346.933",
"WI","Elm Road Generating Station","56068","4","2016","709783.85","42.19","181.833","691742.615","6597295.15",
"WI","Elm Road Generating Station","56068","5","2016","413401.5","25.396","106.743","401147.6","3825264",
"WI","Elm Road Generating Station","56068","6","2016","835499","59.388","225.971","789186.7","7524665.2",
"WI","Elm Road Generating Station","56068","7","2016","886605.42","80.557","236.769","841676.848","8026950.202",
"WI","Elm Road Generating Station","56068","8","2016","917930","70.214","245.602","873926.8","8332615.3",
"WI","Elm Road Generating Station","56068","9","2016","706988.56","63.803","199.576","681552.042","6503454.407",
"WI","Elm Road Generating Station","56068","10","2016","195460.96","16.868","53.361","186781.251","1782909.509",
"WI","Elm Road Generating Station","56068","11","2016","618907.06","45.851","172.696","583821.881","5572511.483",
"WI","Elm Road Generating Station","56068","12","2016","933622","53.459","256.01","891853.6","8503553",
"WI","Fitchburg Generating Station","3991","1","2016","106.48","0.001","0.47","137.4","2327.2",
"WI","Fitchburg Generating Station","3991","2","2016","53.13","0","0.279","81.3","1379.4",
"WI","Fitchburg Generating Station","3991","3","2016","73.39","0","0.334","97.6","1654",
"WI","Fitchburg Generating Station","3991","4","2016","433.33","0.002","1.651","482.6","8174.3",
"WI","Fitchburg Generating Station","3991","5","2016","120.16","0.001","0.693","202.5","3432.2",
"WI","Fitchburg Generating Station","3991","6","2016",,,,,,
"WI","Fitchburg Generating Station","3991","7","2016","19.81","0","0.122","35.6","603.7",
"WI","Fitchburg Generating Station","3991","8","2016",,,,,,
"WI","Fitchburg Generating Station","3991","9","2016",,,,,,
"WI","Fitchburg Generating Station","3991","10","2016",,,,,,
"WI","Fitchburg Generating Station","3991","11","2016",,,,,,
"WI","Fitchburg Generating Station","3991","12","2016",,,,,,
"WI","Fox Energy Center","56031","1","2016","391243.66","0.735","9.93","145936.971","2455651.302",
"WI","Fox Energy Center","56031","2","2016","391793.18","0.731","10.047","145170.441","2442736.098",
"WI","Fox Energy Center","56031","3","2016","398550.44","0.753","10.262","149421.769","2514305.339",
"WI","Fox Energy Center","56031","4","2016","89193.84","0.175","2.946","34649.912","583051.212",
"WI","Fox Energy Center","56031","5","2016","216896.22","0.422","7.091","83820.391","1410439.771",
"WI","Fox Energy Center","56031","6","2016","334951.56","0.625","8.882","122540.039","2061576.941",
"WI","Fox Energy Center","56031","7","2016","372499.6","0.678","9.322","135402.686","2278392.775",
"WI","Fox Energy Center","56031","8","2016","401067","0.733","9.872","146214.2","2460345.5",
"WI","Fox Energy Center","56031","9","2016","274454.86","0.505","7.325","100042.559","1683422.509",
"WI","Fox Energy Center","56031","10","2016","125961.65","0.235","3.967","46440.413","781445.568",
"WI","Fox Energy Center","56031","11","2016","342319.02","0.633","9.779","125339.316","2109047.766",
"WI","Fox Energy Center","56031","12","2016","290900.54","0.542","8.067","107569.309","1810074.127",
"WI","French Island","4005","1","2016","22.66","0","0.154",,"573.128",
"WI","French Island","4005","2","2016","26.82","0","0.177",,"659.334",
"WI","French Island","4005","3","2016","25.88","0","0.179",,"667.668",
"WI","French Island","4005","4","2016",,,,,,
"WI","French Island","4005","5","2016","51.32","0","0.281",,"1048.498",
"WI","French Island","4005","6","2016","96.21","0.001","2.941",,"2542.707",
"WI","French Island","4005","7","2016","454.07","0.003","6.507",,"8018.038",
"WI","French Island","4005","8","2016","1415.66","0.007","14.915",,"19370.556",
"WI","French Island","4005","9","2016","470.2","0.002","4.864",,"6440.946",
"WI","French Island","4005","10","2016","215.47","0.002","3.054",,"4203.831",
"WI","French Island","4005","11","2016",,,,,,
"WI","French Island","4005","12","2016",,,,,,
"WI","Genoa","4143","1","2016","125249","34.124","73.156","136206.6","1298693.2",
"WI","Genoa","4143","2","2016","113835","34.25","70.243","123333.3","1175950.9",
"WI","Genoa","4143","3","2016","42732.63","13.438","28.739","46742.03","445676.341",
"WI","Genoa","4143","4","2016","121515","24.041","67.895","130222.6","1241639.9",
"WI","Genoa","4143","5","2016","133721","31.903","74.75","142072.4","1354624.1",
"WI","Genoa","4143","6","2016","139148","40.208","81.968","151218.8","1441830.6",
"WI","Genoa","4143","7","2016","139973.12","39.095","85.616","149384.737","1424333.818",
"WI","Genoa","4143","8","2016","156781","33.128","90.369","167788.2","1599804",
"WI","Genoa","4143","9","2016","8114.2","2.737","4.778","8806.697","83970.582",
"WI","Genoa","4143","10","2016",,,,,,
"WI","Genoa","4143","11","2016",,,,,,
"WI","Genoa","4143","12","2016",,,,,,
"WI","Germantown Power Plant","6253","1","2016","81.41","0.021","0.421","134.161","1953.292",
"WI","Germantown Power Plant","6253","2","2016",,"0.164","3.901","526.9","6501.1",
"WI","Germantown Power Plant","6253","3","2016","68.8","0.02","0.417","124.208","1799.604",
"WI","Germantown Power Plant","6253","4","2016",,"0.054","1.27","171.4","2113",
"WI","Germantown Power Plant","6253","5","2016","858.65","0.066","1.597","832.227","13068.113",
"WI","Germantown Power Plant","6253","6","2016",,"0.371","8.826","1190.9","14707.2",
"WI","Germantown Power Plant","6253","7","2016","2486.16","0.454","11.015","3289.941","48995.66",
"WI","Germantown Power Plant","6253","8","2016","3009.72","0.567","13.752","4065.139","60447.533",
"WI","Germantown Power Plant","6253","9","2016","680.01","0.07","1.742","729.84","11304.332",
"WI","Germantown Power Plant","6253","10","2016","3408.92","0.085","2.424","2867.271","47192.417",
"WI","Germantown Power Plant","6253","11","2016","673.09","0.011","0.161","580.01","9645.275",
"WI","Germantown Power Plant","6253","12","2016","1073.57","0.393","9.443","2114.011","30007.771",
"WI","Island Street Peaking Plant","55836","1","2016","890.18","0.002","0.436","575.554","9682.873",
"WI","Island Street Peaking Plant","55836","2","2016","231.2","0","0.117","153.311","2580.452",
"WI","Island Street Peaking Plant","55836","3","2016","473.16","0.002","0.246","323.585","5438.874",
"WI","Island Street Peaking Plant","55836","4","2016","681.72","0.002","0.358","473.295","7965.477",
"WI","Island Street Peaking Plant","55836","5","2016","1463.03","0.006","0.808","1047.828","17630.94",
"WI","Island Street Peaking Plant","55836","6","2016","574.48","0.002","0.351","450.322","7581.84",
"WI","Island Street Peaking Plant","55836","7","2016","589.22","0.002","0.421","522.606","8794.739",
"WI","Island Street Peaking Plant","55836","8","2016","1681.37","0.006","1.062","1348.433","22685.654",
"WI","Island Street Peaking Plant","55836","9","2016","428.65","0.002","0.282","358.902","6033.918",
"WI","Island Street Peaking Plant","55836","10","2016","599.4","0.002","0.397","499.6","8405.895",
"WI","Island Street Peaking Plant","55836","11","2016","404.97","0.002","0.268","342.464","5767.826",
"WI","Island Street Peaking Plant","55836","12","2016","1482.8","0.006","0.812","1098.363","18479.991",
"WI","J P Madgett","4271","1","2016","149596","69.096","195.572","178925.8","1706006.1",
"WI","J P Madgett","4271","2","2016","133363","62.186","175.097","160627.1","1531528.1",
"WI","J P Madgett","4271","3","2016","146295.38","68.578","194.93","178457.791","1701535.824",
"WI","J P Madgett","4271","4","2016","35522.65","16.593","30.735","43731.539","416970.009",
"WI","J P Madgett","4271","5","2016","194851","90.33","87.438","231371","2206058",
"WI","J P Madgett","4271","6","2016","213664","98.628","91.997","255074","2432052.1",
"WI","J P Madgett","4271","7","2016","219887","99.335","92.003","256687.9","2447435.8",
"WI","J P Madgett","4271","8","2016","186727.18","92.292","78.893","220816.2","2105410.814",
"WI","J P Madgett","4271","9","2016","160679","77.206","72.116","198084.4","1888688.6",
"WI","J P Madgett","4271","10","2016","123763.2","61.141","55.208","158867.289","1514753.166",
"WI","J P Madgett","4271","11","2016","158435.88","77.063","69.928","199219.286","1899507.108",
"WI","J P Madgett","4271","12","2016","225162","107.049","95.495","276950.8","2640641.3",
"WI","Manitowoc","4125","1","2016",,"9.031","5.174","7143.997","68766.303",
"WI","Manitowoc","4125","2","2016",,"13.64","4.914","10944.787","106299.269",
"WI","Manitowoc","4125","3","2016",,"14.015","3.891","11922.097","114325.822",
"WI","Manitowoc","4125","4","2016",,"17.272","6.114","14466.669","140404.744",
"WI","Manitowoc","4125","5","2016",,"14.753","3.42","12390.921","119435.811",
"WI","Manitowoc","4125","6","2016",,"20.032","3.591","17723.248","169700.059",
"WI","Manitowoc","4125","7","2016",,"28.715","8.053","24272.769","232839.785",
"WI","Manitowoc","4125","8","2016",,"39.511","11.431","33631.82","322344.49",
"WI","Manitowoc","4125","9","2016",,"31.513","8.875","27027.155","258934.344",
"WI","Manitowoc","4125","10","2016",,"29.012","9.749","25128.5","240195.5",
"WI","Manitowoc","4125","11","2016",,"26.108","6.306","22443.965","214220.565",
"WI","Manitowoc","4125","12","2016",,"19.071","4.132","15010.156","143163.65",
"WI","Marshfield Utilities Combustion Turbine","56480","1","2016",,,,,,
"WI","Marshfield Utilities Combustion Turbine","56480","2","2016",,,,,,
"WI","Marshfield Utilities Combustion Turbine","56480","3","2016","21.49","0","0.013","15.823","239.74",
"WI","Marshfield Utilities Combustion Turbine","56480","4","2016",,,,,,
"WI","Marshfield Utilities Combustion Turbine","56480","5","2016","657.8","0.002","0.344","471.653","7854.874",
